COG	Cat	COG_Annotation	Gene_ID	Locus_Tag	Gene_Product_Name	Genome_ID	Genome_Name	Start_Coord	End_Coord	NCBI_Biosample_Accession
COG3715	G	Phosphotransferase_system,_mannose/fructose/N-acetylgalactosamine-specific_component_IIC	8019259525	Ga0599601_01_2483013_2483849	mannose/fructose/N-acetylgalactosamine-specific_phosphotransferase_system_component_IIC	8019257108	Enterococcus_faecalis_1521	2483013	2483849	SAMN23424733
COG3715	G	Phosphotransferase_system,_mannose/fructose/N-acetylgalactosamine-specific_component_IIC	8019259598	Ga0599601_01_2554826_2555641	PTS_system_mannose-specific_IIC_component	8019257108	Enterococcus_faecalis_1521	2554826	2555641	SAMN23424733
COG3715	G	Phosphotransferase_system,_mannose/fructose/N-acetylgalactosamine-specific_component_IIC	8019258722	Ga0599601_01_1637048_1637839	fructoselysine_and_glucoselysine-specific_PTS_system_IIC_component	8019257108	Enterococcus_faecalis_1521	1637048	1637839	SAMN23424733
COG3715	G	Phosphotransferase_system,_mannose/fructose/N-acetylgalactosamine-specific_component_IIC	8019259390	Ga0599601_01_2340483_2341232	D-glucosaminate-specific_PTS_system_IIC_component	8019257108	Enterococcus_faecalis_1521	2340483	2341232	SAMN23424733
COG3715	G	Phosphotransferase_system,_mannose/fructose/N-acetylgalactosamine-specific_component_IIC	8019258625	Ga0599601_01_1528864_1529763	PTS_system_mannose-specific_IIC_component	8019257108	Enterococcus_faecalis_1521	1528864	1529763	SAMN23424733
COG3715	G	Phosphotransferase_system,_mannose/fructose/N-acetylgalactosamine-specific_component_IIC	8019257126	Ga0599601_01_24261_25064	PTS_system_mannose-specific_IIC_component	8019257108	Enterococcus_faecalis_1521	24261	25064	SAMN23424733
COG3715	G	Phosphotransferase_system,_mannose/fructose/N-acetylgalactosamine-specific_component_IIC	8019257457	Ga0599601_01_342745_343548	PTS_system_mannose-specific_IIC_component	8019257108	Enterococcus_faecalis_1521	342745	343548	SAMN23424733
COG3715	G	Phosphotransferase_system,_mannose/fructose/N-acetylgalactosamine-specific_component_IIC	8019257665	Ga0599601_01_562997_563788	PTS_system_mannose-specific_IIC_component	8019257108	Enterococcus_faecalis_1521	562997	563788	SAMN23424733
COG3716	G	Phosphotransferase_system,_mannose/fructose/N-acetylgalactosamine-specific_component_IID	8019257666	Ga0599601_01_563781_564581	PTS_system_mannose-specific_IID_component	8019257108	Enterococcus_faecalis_1521	563781	564581	SAMN23424733
COG3716	G	Phosphotransferase_system,_mannose/fructose/N-acetylgalactosamine-specific_component_IID	8019259524	Ga0599601_01_2482120_2482992	mannose/fructose/N-acetylgalactosamine-specific_phosphotransferase_system_component_IID	8019257108	Enterococcus_faecalis_1521	2482120	2482992	SAMN23424733
COG3716	G	Phosphotransferase_system,_mannose/fructose/N-acetylgalactosamine-specific_component_IID	8019257458	Ga0599601_01_343541_344359	PTS_system_mannose-specific_IID_component	8019257108	Enterococcus_faecalis_1521	343541	344359	SAMN23424733
COG3716	G	Phosphotransferase_system,_mannose/fructose/N-acetylgalactosamine-specific_component_IID	8019258624	Ga0599601_01_1528068_1528877	PTS_system_mannose-specific_IID_component	8019257108	Enterococcus_faecalis_1521	1528068	1528877	SAMN23424733
COG3716	G	Phosphotransferase_system,_mannose/fructose/N-acetylgalactosamine-specific_component_IID	8019258721	Ga0599601_01_1636234_1637067	fructoselysine_and_glucoselysine-specific_PTS_system_IID_component	8019257108	Enterococcus_faecalis_1521	1636234	1637067	SAMN23424733
COG3716	G	Phosphotransferase_system,_mannose/fructose/N-acetylgalactosamine-specific_component_IID	8019259389	Ga0599601_01_2339632_2340483	D-glucosaminate-specific_PTS_system_IID_component	8019257108	Enterococcus_faecalis_1521	2339632	2340483	SAMN23424733
COG3716	G	Phosphotransferase_system,_mannose/fructose/N-acetylgalactosamine-specific_component_IID	8019259599	Ga0599601_01_2555638_2556465	PTS_system_mannose-specific_IID_component	8019257108	Enterococcus_faecalis_1521	2555638	2556465	SAMN23424733
COG3716	G	Phosphotransferase_system,_mannose/fructose/N-acetylgalactosamine-specific_component_IID	8019257127	Ga0599601_01_25087_25998	PTS_system_mannose-specific_IID_component	8019257108	Enterococcus_faecalis_1521	25087	25998	SAMN23424733
COG3717	G	5-keto_4-deoxyuronate_isomerase	8019257430	Ga0599601_01_314455_315294	4-deoxy-L-threo-5-hexosulose-uronate_ketol-isomerase	8019257108	Enterococcus_faecalis_1521	314455	315294	SAMN23424733
COG3730	G	Phosphotransferase_system_sorbitol-specific_component_IIC	8019259690	Ga0599601_01_2653321_2653875	PTS_system_glucitol/sorbitol-specific_IIC_component	8019257108	Enterococcus_faecalis_1521	2653321	2653875	SAMN23424733
COG3731	G	Phosphotransferase_system_sorbitol-specific_component_IIA	8019259688	Ga0599601_01_2651929_2652285	PTS_system_glucitol/sorbitol-specific_IIA_component	8019257108	Enterococcus_faecalis_1521	2651929	2652285	SAMN23424733
COG3731	G	Phosphotransferase_system_sorbitol-specific_component_IIA	8019259071	Ga0599601_01_2032978_2033346	PTS_system_glucitol/sorbitol-specific_IIA_component	8019257108	Enterococcus_faecalis_1521	2032978	2033346	SAMN23424733
COG3732	G	Phosphotransferase_system_sorbitol-specific_component_IIBC	8019259689	Ga0599601_01_2652309_2653304	PTS_system_glucitol/sorbitol-specific_IIB_component	8019257108	Enterococcus_faecalis_1521	2652309	2653304	SAMN23424733
COG3757	M	Lyzozyme_M1_(1,4-beta-N-acetylmuramidase),_GH25_family	8019259359	Ga0599601_01_2308208_2309005	GH25_family_lysozyme_M1_(1,4-beta-N-acetylmuramidase)	8019257108	Enterococcus_faecalis_1521	2308208	2309005	SAMN23424733
COG3757	M	Lyzozyme_M1_(1,4-beta-N-acetylmuramidase),_GH25_family	8019258819	Ga0599601_01_1743755_1746436	GH25_family_lysozyme_M1_(1,4-beta-N-acetylmuramidase)	8019257108	Enterococcus_faecalis_1521	1743755	1746436	SAMN23424733
COG3759	S	Uncharacterized_membrane_protein	8019257761	Ga0599601_01_667076_667435	putative_membrane_protein	8019257108	Enterococcus_faecalis_1521	667076	667435	SAMN23424733
COG3763	S	Uncharacterized_protein_YneF,_UPF0154_family	8019258561	Ga0599601_01_1465018_1465236	uncharacterized_protein_YneF_(UPF0154_family)	8019257108	Enterococcus_faecalis_1521	1465018	1465236	SAMN23424733
COG3764	M	Sortase_(surface_protein_transpeptidase)	8019257959	Ga0599601_01_852429_853283	sortase_A	8019257108	Enterococcus_faecalis_1521	852429	853283	SAMN23424733
COG3764	M	Sortase_(surface_protein_transpeptidase)	8019259335	Ga0599601_01_2291058_2291786	sortase_A	8019257108	Enterococcus_faecalis_1521	2291058	2291786	SAMN23424733
COG3764	M	Sortase_(surface_protein_transpeptidase)	8019259451	Ga0599601_01_2407802_2408536	sortase_A	8019257108	Enterococcus_faecalis_1521	2407802	2408536	SAMN23424733
COG3808	C	Na+_or_H+-translocating_membrane_pyrophosphatase	8019259284	Ga0599601_01_2241155_2241361	Na+/H+-translocating_membrane_pyrophosphatase	8019257108	Enterococcus_faecalis_1521	2241155	2241361	SAMN23424733
COG3817	S	Uncharacterized_membrane_protein	8019257405	Ga0599601_01_289593_290537	uncharacterized_membrane_protein	8019257108	Enterococcus_faecalis_1521	289593	290537	SAMN23424733
COG3819	S	Uncharacterized_membrane_protein	8019257404	Ga0599601_01_288910_289596	uncharacterized_membrane_protein	8019257108	Enterococcus_faecalis_1521	288910	289596	SAMN23424733
COG3832	I	Uncharacterized_conserved_protein_YndB,_AHSA1/START_domain	8019258857	Ga0599601_01_1785510_1785992	uncharacterized_protein_YndB_with_AHSA1/START_domain	8019257108	Enterococcus_faecalis_1521	1785510	1785992	SAMN23424733
COG3833	G	ABC-type_maltose_transport_system,_permease_component	8019258220	Ga0599601_01_1112796_1113659	arabinogalactan_oligomer/maltooligosaccharide_transport_system_permease_protein	8019257108	Enterococcus_faecalis_1521	1112796	1113659	SAMN23424733
COG3835	K T	Sugar_diacid_utilization_regulator	8019259107	Ga0599601_01_2067517_2068530	carbohydrate_diacid_regulator	8019257108	Enterococcus_faecalis_1521	2067517	2068530	SAMN23424733
COG3835	K T	Sugar_diacid_utilization_regulator	8019258849	Ga0599601_01_1778802_1779653	sugar_diacid_utilization_regulator	8019257108	Enterococcus_faecalis_1521	1778802	1779653	SAMN23424733
COG3839	G	ABC-type_sugar_transport_system,_ATPase_component	8019259293	Ga0599601_01_2250433_2251503	multiple_sugar_transport_system_ATP-binding_protein	8019257108	Enterococcus_faecalis_1521	2250433	2251503	SAMN23424733
COG3839	G	ABC-type_sugar_transport_system,_ATPase_component	8019257781	Ga0599601_01_686177_687292	multiple_sugar_transport_system_ATP-binding_protein	8019257108	Enterococcus_faecalis_1521	686177	687292	SAMN23424733
COG3842	E	ABC-type_Fe3+/spermidine/putrescine_transport_systems,_ATPase_components	8019258096	Ga0599601_01_987532_988572	putative_spermidine/putrescine_transport_system_ATP-binding_protein	8019257108	Enterococcus_faecalis_1521	987532	988572	SAMN23424733
COG3842	E	ABC-type_Fe3+/spermidine/putrescine_transport_systems,_ATPase_components	8019259114	Ga0599601_01_2074807_2075892	spermidine/putrescine_transport_system_ATP-binding_protein	8019257108	Enterococcus_faecalis_1521	2074807	2075892	SAMN23424733
COG3845	F	ABC-type_uncharacterized_transport_system,_ATPase_component	8019257224	Ga0599601_01_134125_135693	ABC-type_uncharacterized_transport_system_ATPase_subunit	8019257108	Enterococcus_faecalis_1521	134125	135693	SAMN23424733
COG3848	T	Phosphohistidine_swiveling_domain_of_PEP-utilizing_enzymes<<>>COG0469	8019257895	Ga0599601_01_799418_801175	pyruvate_kinase	8019257108	Enterococcus_faecalis_1521	799418	801175	SAMN23424733
COG3853	V	Uncharacterized_conserved_protein_YaaN_involved_in_tellurite_resistance	8019259152	Ga0599601_01_2115527_2116714	uncharacterized_protein_YaaN_involved_in_tellurite_resistance	8019257108	Enterococcus_faecalis_1521	2115527	2116714	SAMN23424733
COG3855	G	Fructose-1,6-bisphosphatase	8019258341	Ga0599601_01_1237484_1239364	fructose-1,6-bisphosphatase-3	8019257108	Enterococcus_faecalis_1521	1237484	1239364	SAMN23424733
COG3857	L	ATP-dependent_helicase/DNAse_subunit_B	8019257979	Ga0599601_01_869359_872949	ATP-dependent_helicase/nuclease_subunit_B	8019257108	Enterococcus_faecalis_1521	869359	872949	SAMN23424733
COG3859	H	Thiamine_transporter_ThiT	8019259448	Ga0599601_01_2405314_2405889	thiamine_transporter	8019257108	Enterococcus_faecalis_1521	2405314	2405889	SAMN23424733
COG3860	S	Uncharacterized_protein	8019258173	Ga0599601_01_1064986_1065246	hypothetical_protein	8019257108	Enterococcus_faecalis_1521	1064986	1065246	SAMN23424733
COG3865	R	Glyoxalase_superfamily_enzyme,_possibly_3-demethylubiquinone-9_3-methyltransferase	8019257767	Ga0599601_01_671851_672723	predicted_3-demethylubiquinone-9_3-methyltransferase_(glyoxalase_superfamily)	8019257108	Enterococcus_faecalis_1521	671851	672723	SAMN23424733
COG3870	T	Uncharacterized_protein_YaaQ	8019259209	Ga0599601_01_2172492_2172821	uncharacterized_protein_YaaQ	8019257108	Enterococcus_faecalis_1521	2172492	2172821	SAMN23424733
COG3883	S	Uncharacterized_N-terminal_domain_of_peptidoglycan_hydrolase_CwlO	8019259455	Ga0599601_01_2410162_2411601	peptidoglycan_hydrolase_CwlO-like_protein	8019257108	Enterococcus_faecalis_1521	2410162	2411601	SAMN23424733
COG3883	S	Uncharacterized_N-terminal_domain_of_peptidoglycan_hydrolase_CwlO	8019257399	Ga0599601_01_283895_285280	peptidoglycan_hydrolase_CwlO-like_protein	8019257108	Enterococcus_faecalis_1521	283895	285280	SAMN23424733
COG3884	I	Acyl-ACP_thioesterase	8019257374	Ga0599601_01_251456_252190	medium-chain_acyl-[acyl-carrier-protein]_hydrolase	8019257108	Enterococcus_faecalis_1521	251456	252190	SAMN23424733
COG3887	T	c-di-AMP_phosphodiesterase,_consists_of_a_GGDEF-like_and_DHH_domains	8019257117	Ga0599601_01_10677_12653	c-di-AMP_phosphodiesterase-like_protein	8019257108	Enterococcus_faecalis_1521	10677	12653	SAMN23424733
COG3906	S	Uncharacterized_protein_YrzB,_UPF0473_family	8019258070	Ga0599601_01_959388_959693	uncharacterized_protein_YrzB_(UPF0473_family)	8019257108	Enterococcus_faecalis_1521	959388	959693	SAMN23424733
COG3920	T	Two-component_sensor_histidine_kinase,_HisKA_and_HATPase_domains	8019258461	Ga0599601_01_1368740_1370173	two-component_sensor_histidine_kinase	8019257108	Enterococcus_faecalis_1521	1368740	1370173	SAMN23424733
COG3935	L	DNA_replication_protein_DnaD	8019258153	Ga0599601_01_1048121_1048891	DnaD/phage-associated_family_protein	8019257108	Enterococcus_faecalis_1521	1048121	1048891	SAMN23424733
COG3935	L	DNA_replication_protein_DnaD	8019258022	Ga0599601_01_914851_915567	DNA_replication_protein	8019257108	Enterococcus_faecalis_1521	914851	915567	SAMN23424733
COG3937	T Q	Polyhydroxyalkanoate_synthesis_regulator_phasin	8019259357	Ga0599601_01_2305670_2306719	polyhydroxyalkanoate_synthesis_regulator_phasin	8019257108	Enterococcus_faecalis_1521	2305670	2306719	SAMN23424733
COG3964	R	Predicted_amidohydrolase	8019257686	Ga0599601_01_581345_582454	dihydroorotase	8019257108	Enterococcus_faecalis_1521	581345	582454	SAMN23424733
COG3966	M	Poly_D-alanine_transfer_protein_DltD,_involved_inesterification_of_teichoic_acids	8019259193	Ga0599601_01_2155848_2157122	D-alanine_transfer_protein	8019257108	Enterococcus_faecalis_1521	2155848	2157122	SAMN23424733
COG3973	L	DNA_helicase_IV	8019257776	Ga0599601_01_680768_682966	DNA_helicase-2/ATP-dependent_DNA_helicase_PcrA	8019257108	Enterococcus_faecalis_1521	680768	682966	SAMN23424733
COG4095	G	Uncharacterized_conserved_protein,_contains_PQ_loop_repeat	8019259021	Ga0599601_01_1974923_1975195	uncharacterized_protein_with_PQ_loop_repeat	8019257108	Enterococcus_faecalis_1521	1974923	1975195	SAMN23424733
COG4098	L	Superfamily_II_DNA/RNA_helicase_required_for_DNA_uptake_(late_competence_protein)	8019258593	Ga0599601_01_1497150_1498466	competence_protein_ComFA	8019257108	Enterococcus_faecalis_1521	1497150	1498466	SAMN23424733
COG4108	J	Peptide_chain_release_factor_RF-3	8019257552	Ga0599601_01_435168_436742	peptide_chain_release_factor_3	8019257108	Enterococcus_faecalis_1521	435168	436742	SAMN23424733
COG4109	K	Predicted_transcriptional_regulator_containing_CBS_domains	8019258253	Ga0599601_01_1150206_1151525	predicted_transcriptional_regulator	8019257108	Enterococcus_faecalis_1521	1150206	1151525	SAMN23424733
COG4116	R	Uncharacterized_protein_YjbK	8019259133	Ga0599601_01_2093140_2093718	uncharacterized_protein_YjbK	8019257108	Enterococcus_faecalis_1521	2093140	2093718	SAMN23424733
COG4120	R	ABC-type_uncharacterized_transport_system,_permease_component	8019258128	Ga0599601_01_1023785_1024672	putative_ABC_transport_system_permease_protein	8019257108	Enterococcus_faecalis_1521	1023785	1024672	SAMN23424733
COG4122	J	Predicted_O-methyltransferase_YrrM	8019259188	Ga0599601_01_2150517_2151206	predicted_O-methyltransferase_YrrM	8019257108	Enterococcus_faecalis_1521	2150517	2151206	SAMN23424733
COG4123	J	tRNA1(Val)_A37_N6-methylase_TrmN6	8019259146	Ga0599601_01_2111779_2112513	tRNA1(Val)_A37_N6-methylase_TrmN6	8019257108	Enterococcus_faecalis_1521	2111779	2112513	SAMN23424733
COG4129	S	Uncharacterized_membrane_protein_YgaE,_UPF0421/DUF939_family	8019257973	Ga0599601_01_864498_864683	uncharacterized_membrane_protein_YgaE_(UPF0421/DUF939_family)	8019257108	Enterococcus_faecalis_1521	864498	864683	SAMN23424733
COG4129	S	Uncharacterized_membrane_protein_YgaE,_UPF0421/DUF939_family	8019257748	Ga0599601_01_656293_657366	uncharacterized_membrane_protein_YgaE_(UPF0421/DUF939_family)	8019257108	Enterococcus_faecalis_1521	656293	657366	SAMN23424733
COG4129	S	Uncharacterized_membrane_protein_YgaE,_UPF0421/DUF939_family	8019258658	Ga0599601_01_1573737_1575659	uncharacterized_membrane_protein_YgaE_(UPF0421/DUF939_family)	8019257108	Enterococcus_faecalis_1521	1573737	1575659	SAMN23424733
COG4129	S	Uncharacterized_membrane_protein_YgaE,_UPF0421/DUF939_family	8019258689	Ga0599601_01_1602943_1603554	uncharacterized_membrane_protein_YgaE_(UPF0421/DUF939_family)	8019257108	Enterococcus_faecalis_1521	1602943	1603554	SAMN23424733
COG4129	S	Uncharacterized_membrane_protein_YgaE,_UPF0421/DUF939_family	8019258688	Ga0599601_01_1601881_1602840	uncharacterized_membrane_protein_YgaE_(UPF0421/DUF939_family)	8019257108	Enterococcus_faecalis_1521	1601881	1602840	SAMN23424733
COG4145	H	Na+/panthothenate_symporter	8019257684	Ga0599601_01_579991_580239	Na+/pantothenate_symporter	8019257108	Enterococcus_faecalis_1521	579991	580239	SAMN23424733
COG4149	P	ABC-type_molybdate_transport_system,_permease_component	8019258310	Ga0599601_01_1203768_1204439	molybdate_transport_system_permease_protein	8019257108	Enterococcus_faecalis_1521	1203768	1204439	SAMN23424733
COG4152	R	ABC-type_uncharacterized_transport_system,_ATPase_component	8019258319	Ga0599601_01_1214961_1215860	ABC-2_type_transport_system_ATP-binding_protein	8019257108	Enterococcus_faecalis_1521	1214961	1215860	SAMN23424733
COG4166	E	ABC-type_oligopeptide_transport_system,_periplasmic_component	8019257162	Ga0599601_01_63715_65394	oligopeptide_transport_system_substrate-binding_protein	8019257108	Enterococcus_faecalis_1521	63715	65394	SAMN23424733
COG4166	E	ABC-type_oligopeptide_transport_system,_periplasmic_component	8019259719	Ga0599601_02_1853_3151	oligopeptide_transport_system_substrate-binding_protein	8019257108	Enterococcus_faecalis_1521	1853	3151	SAMN23424733
COG4166	E	ABC-type_oligopeptide_transport_system,_periplasmic_component	8019259174	Ga0599601_01_2138177_2139805	oligopeptide_transport_system_substrate-binding_protein	8019257108	Enterococcus_faecalis_1521	2138177	2139805	SAMN23424733
COG4166	E	ABC-type_oligopeptide_transport_system,_periplasmic_component	8019258615	Ga0599601_01_1516714_1518354	oligopeptide_transport_system_substrate-binding_protein	8019257108	Enterococcus_faecalis_1521	1516714	1518354	SAMN23424733
COG4166	E	ABC-type_oligopeptide_transport_system,_periplasmic_component	8019259443	Ga0599601_01_2400299_2401954	oligopeptide_transport_system_substrate-binding_protein	8019257108	Enterococcus_faecalis_1521	2400299	2401954	SAMN23424733
COG4166	E	ABC-type_oligopeptide_transport_system,_periplasmic_component	8019259473	Ga0599601_01_2428714_2430357	oligopeptide_transport_system_substrate-binding_protein	8019257108	Enterococcus_faecalis_1521	2428714	2430357	SAMN23424733
COG4166	E	ABC-type_oligopeptide_transport_system,_periplasmic_component	8019257749	Ga0599601_01_657610_659280	oligopeptide_transport_system_substrate-binding_protein	8019257108	Enterococcus_faecalis_1521	657610	659280	SAMN23424733
COG4166	E	ABC-type_oligopeptide_transport_system,_periplasmic_component	8019257926	Ga0599601_01_821814_823475	oligopeptide_transport_system_substrate-binding_protein	8019257108	Enterococcus_faecalis_1521	821814	823475	SAMN23424733
COG4166	E	ABC-type_oligopeptide_transport_system,_periplasmic_component	8019258347	Ga0599601_01_1245296_1246948	oligopeptide_transport_system_substrate-binding_protein	8019257108	Enterococcus_faecalis_1521	1245296	1246948	SAMN23424733
COG4166	E	ABC-type_oligopeptide_transport_system,_periplasmic_component	8019259720	Ga0599601_02_3108_3479	ABC-type_oligopeptide_transport_system_substrate-binding_subunit	8019257108	Enterococcus_faecalis_1521	3108	3479	SAMN23424733
COG4166	E	ABC-type_oligopeptide_transport_system,_periplasmic_component	8019257657	Ga0599601_01_552903_554534	oligopeptide_transport_system_substrate-binding_protein	8019257108	Enterococcus_faecalis_1521	552903	554534	SAMN23424733
COG4175	E	ABC-type_proline/glycine_betaine_transport_system,_ATPase_component	8019259103	Ga0599601_01_2062461_2063651	glycine_betaine/proline_transport_system_ATP-binding_protein	8019257108	Enterococcus_faecalis_1521	2062461	2063651	SAMN23424733
COG4176	E	ABC-type_proline/glycine_betaine_transport_system,_permease_component<<>>COG2113	8019259104	Ga0599601_01_2063644_2065353	glycine_betaine/proline_transport_system_substrate-binding_protein	8019257108	Enterococcus_faecalis_1521	2063644	2065353	SAMN23424733
COG4194	S	Uncharacterized_membrane_protein	8019257365	Ga0599601_01_243584_244954	uncharacterized_membrane_protein	8019257108	Enterococcus_faecalis_1521	243584	244954	SAMN23424733
COG4194	S	Uncharacterized_membrane_protein	8019258651	Ga0599601_01_1565657_1566043	uncharacterized_membrane_protein	8019257108	Enterococcus_faecalis_1521	1565657	1566043	SAMN23424733
COG4209	G	ABC-type_polysaccharide_transport_system,_permease_component	8019258865	Ga0599601_01_1795811_1796749	putative_aldouronate_transport_system_permease_protein	8019257108	Enterococcus_faecalis_1521	1795811	1796749	SAMN23424733
COG4209	G	ABC-type_polysaccharide_transport_system,_permease_component	8019258108	Ga0599601_01_1000842_1001753	putative_aldouronate_transport_system_permease_protein	8019257108	Enterococcus_faecalis_1521	1000842	1001753	SAMN23424733
COG4221	C	NADP-dependent_3-hydroxy_acid_dehydrogenase_YdfG	8019259369	Ga0599601_01_2319139_2319876	NADP-dependent_3-hydroxy_acid_dehydrogenase_YdfG	8019257108	Enterococcus_faecalis_1521	2319139	2319876	SAMN23424733
COG4224	S	Uncharacterized_protein_YnzC,_UPF0291/DUF896_family	8019257163	Ga0599601_01_65443_65667	uncharacterized_protein_YnzC_(UPF0291/DUF896_family)	8019257108	Enterococcus_faecalis_1521	65443	65667	SAMN23424733
COG4224	S	Uncharacterized_protein_YnzC,_UPF0291/DUF896_family	8019258415	Ga0599601_01_1315760_1316002	uncharacterized_protein_YnzC_(UPF0291/DUF896_family)	8019257108	Enterococcus_faecalis_1521	1315760	1316002	SAMN23424733
COG4224	S	Uncharacterized_protein_YnzC,_UPF0291/DUF896_family	8019257620	Ga0599601_01_512147_515044	fimbrial_isopeptide_formation_D2_family_protein/LPXTG-motif_cell_wall-anchored_protein	8019257108	Enterococcus_faecalis_1521	512147	515044	SAMN23424733
COG4225	G	Rhamnogalacturonyl_hydrolase_YesR	8019257432	Ga0599601_01_316334_317440	unsaturated_rhamnogalacturonyl_hydrolase	8019257108	Enterococcus_faecalis_1521	316334	317440	SAMN23424733
COG4226	R	Predicted_nuclease_of_the_RNAse_H_fold,_HicB_family	8019259794	Ga0599601_02_63222_63431	predicted_HicB_family_RNase_H-like_nuclease	8019257108	Enterococcus_faecalis_1521	63222	63431	SAMN23424733
COG4260	O	Membrane_protease_subunit,_stomatin/prohibitin_family,_contains_C-terminal_Zn-ribbon_domain	8019258984	Ga0599601_01_1935949_1937181	membrane_protease_subunit_(stomatin/prohibitin_family)	8019257108	Enterococcus_faecalis_1521	1935949	1937181	SAMN23424733
COG4269	S	Uncharacterized_membrane_protein_YjgN,_DUF898_family	8019257967	Ga0599601_01_857420_857725	uncharacterized_membrane_protein_YjgN_(DUF898_family)	8019257108	Enterococcus_faecalis_1521	857420	857725	SAMN23424733
COG4283	R	Uncharacterized_protein	8019257137	Ga0599601_01_38067_38576	hypothetical_protein	8019257108	Enterococcus_faecalis_1521	38067	38576	SAMN23424733
COG4289	S	Uncharacterized_protein	8019257659	Ga0599601_01_555281_557005	hypothetical_protein	8019257108	Enterococcus_faecalis_1521	555281	557005	SAMN23424733
COG4302	E	Ethanolamine_ammonia-lyase,_small_subunit	8019258458	Ga0599601_01_1364914_1365825	ethanolamine_ammonia-lyase_small_subunit	8019257108	Enterococcus_faecalis_1521	1364914	1365825	SAMN23424733
COG4303	E	Ethanolamine_ammonia-lyase,_large_subunit	8019258459	Ga0599601_01_1365843_1367207	ethanolamine_ammonia-lyase_large_subunit	8019257108	Enterococcus_faecalis_1521	1365843	1367207	SAMN23424733
COG4330	S	Uncharacterized_membrane_protein	8019257889	Ga0599601_01_790938_791567	uncharacterized_membrane_protein	8019257108	Enterococcus_faecalis_1521	790938	791567	SAMN23424733
COG4382	X	Mu-like_prophage_protein_gp16	8019258288	Ga0599601_01_1187317_1187634	phage_gp16-like_protein	8019257108	Enterococcus_faecalis_1521	1187317	1187634	SAMN23424733
COG4392	E	Branched-chain_amino_acid_transport_protein	8019259018	Ga0599601_01_1974006_1974332	branched-subunit_amino_acid_transport_protein	8019257108	Enterococcus_faecalis_1521	1974006	1974332	SAMN23424733
COG4395	I	Predicted_lipid-binding_transport_protein,_Tim44_family	8019258600	Ga0599601_01_1501890_1502624	predicted_lipid-binding_transport_protein_(Tim44_family)	8019257108	Enterococcus_faecalis_1521	1501890	1502624	SAMN23424733
COG4405	R	Uncharacterized_protein_YhfF	8019259519	Ga0599601_01_2478665_2479135	uncharacterized_protein_YhfF	8019257108	Enterococcus_faecalis_1521	2478665	2479135	SAMN23424733
COG4420	S	Uncharacterized_membrane_protein	8019257595	Ga0599601_01_483003_483713	uncharacterized_membrane_protein	8019257108	Enterococcus_faecalis_1521	483003	483713	SAMN23424733
COG4443	S	Uncharacterized_protein	8019259518	Ga0599601_01_2478271_2478489	hypothetical_protein	8019257108	Enterococcus_faecalis_1521	2478271	2478489	SAMN23424733
COG4463	K	Transcriptional_regulator_CtsR	8019259658	Ga0599601_01_2625072_2625539	transcriptional_regulator_CtsR	8019257108	Enterococcus_faecalis_1521	2625072	2625539	SAMN23424733
COG4465	K	GTP-sensing_pleiotropic_transcriptional_regulator_CodY	8019258474	Ga0599601_01_1378917_1379699	transcriptional_pleiotropic_repressor	8019257108	Enterococcus_faecalis_1521	1378917	1379699	SAMN23424733
COG4466	S	Uncharacterized_protein_Veg	8019257154	Ga0599601_01_52480_52725	uncharacterized_protein_Veg	8019257108	Enterococcus_faecalis_1521	52480	52725	SAMN23424733
COG4467	L	Regulator_of_replication_initiation_timing	8019259206	Ga0599601_01_2170244_2170591	regulator_of_replication_initiation_timing	8019257108	Enterococcus_faecalis_1521	2170244	2170591	SAMN23424733
COG4468	G	Galactose-1-phosphate_uridylyltransferase	8019259228	Ga0599601_01_2187509_2188723	UDPglucose--hexose-1-phosphate_uridylyltransferase	8019257108	Enterococcus_faecalis_1521	2187509	2188723	SAMN23424733
COG4468	G	Galactose-1-phosphate_uridylyltransferase	8019257936	Ga0599601_01_831671_833164	UDPglucose--hexose-1-phosphate_uridylyltransferase	8019257108	Enterococcus_faecalis_1521	831671	833164	SAMN23424733
COG4469	R	Competence_protein_CoiA-like_family,_contains_a_predicted_nuclease_domain	8019259136	Ga0599601_01_2096392_2097570	competence_protein_CoiA	8019257108	Enterococcus_faecalis_1521	2096392	2097570	SAMN23424733
COG4470	S	Uncharacterized_protein_YutD	8019258053	Ga0599601_01_944753_945382	uncharacterized_protein_YutD	8019257108	Enterococcus_faecalis_1521	944753	945382	SAMN23424733
COG4471	S	Uncharacterized_protein_YlbG,_UPF0298_family	8019258958	Ga0599601_01_1907329_1907679	uncharacterized_protein_YlbG_(UPF0298_family)	8019257108	Enterococcus_faecalis_1521	1907329	1907679	SAMN23424733
COG4472	S	Uncharacterized_protein,_UPF0297_family	8019258068	Ga0599601_01_958662_958931	uncharacterized_protein_(UPF0297_family)	8019257108	Enterococcus_faecalis_1521	958662	958931	SAMN23424733
COG4473	U	Predicted_ABC-type_exoprotein_transport_system,_permease_component	8019257540	Ga0599601_01_423145_424356	ABC-2_type_transport_system_permease_protein	8019257108	Enterococcus_faecalis_1521	423145	424356	SAMN23424733
COG4474	X	Uncharacterized_SPBc2_prophage-derived_protein_YoqJ	8019258017	Ga0599601_01_910381_910923	uncharacterized_phage-like_protein_YoqJ	8019257108	Enterococcus_faecalis_1521	910381	910923	SAMN23424733
